;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cennik obowiązuje od dnia 7 lutego 2014 r.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;Opakowanie jednostkowe;;;;;Karton wewnętrzny;;;;;Karton duży;;;;;;
Kod towaru;Nazwa artykułu;NOWOŚĆ;Cena netto katalogowa;;Kategoria;Podkategoria;Opis;Opis cech;Opis dodatkowy;Podstawowy materiał wykonania;Dodatkowy materiał wykonania;Kategoria zdobienia;Sugerowana technika zdobienia;Liczba kolorów;Długość obszaru;Szerokość obszaru;Długość produktu;Szerokość produktu;Wysokość produktu;Materiał wykonania opakowania;Rodzaj opakowania jedn.;Kolor opakowania jedn.;Baterie;Cechy specyficzne;Kolor podstawowy;Kolor dodatkowy;Waga brutto;Waga netto;Długość;Szerokość;Wysokość;Waga brutto;Waga netto;Długość;Szerokość;Wysokość;Waga brutto;Waga netto;Długość;Szerokość;Wysokość;Ilość w jednostkach podstawowych;Ilość na palecie wysyłkowej
R00510.08;Libra długopis z czerwonym pierścieniem;;10,90 zł;;Piśmiennicze;Długopisy;Elegancki metalowy długopis o matowej powierzchni. Wkład w kolorze niebieskim. Stylowe połączenie koloru czarnego z czerwonym. Logo naniesiemy na długopis techniką grawerki laserowej.;;? 13;metal;;L1;laser;1;45;6;130.0;13.0;13.0;folia;woreczek foliowy;bezbarwny;;;czarny;czerwony;0.02;0.02;135.0;15.0;18.0;1.36;1.0;160.0;160.0;50.0;13.6;12.6;370.0;260.0;190.0;500;45000
R01003;Etui piśmiennicze;;5,40 zł;;Piśmiennicze;Etui;Wykonane z metalu etui na 2 artykuły piśmiennicze. Dolna część pudełka wypełniona pianką EVA z uchwytami na długopisy o średnicy 12 mm. Pakowane w białe kartonowe nasuwane pudełko. Logo naniesiemy na etui techniką grawerki metalowej.;;;metal;;L2;laser;1;40;25;175.0;58.0;21.0;karton nasuwany;etui;biały;;;srebrny;;0.08;0.07;60.0;180.0;20.0;;;;;;15.0;14.0;560.0;370.0;260.0;200;6400
R01004;Etui piśmiennicze;;7,90 zł;;Piśmiennicze;Etui;Wykonane z kartonu i papieru ozdobnego etui na 1 lub dwa artykuły piśmiennicze. Pakowane w białe nasuwane pudełko. Logo naniesiemy na etui techniką tampondruku.;;;Karton;Papier ozdobny;A2;tampodruk;4;55;15;175.0;65.0;30.0;karton nasuwany;etui;biały;;;czarny;niebieski;0.9;0.8;180.0;65.0;30.0;;;;;;9.0;8.0;370.0;330.0;330.0;100;3000
R01005;Podwójne etui na długopisy;;4,90 zł;;Piśmiennicze;Etui;Wykonane z aluminium i plastiku etui na dwu elementowy komplet piśmienniczy. Pakowane w kartonowe pudełko. Logo naniesiemy na zatyczkę techniką grawerki metalowej. Długopisy nie są dołączone.;podwójne;;aluminium;plastik;L2;laser;1;30;30;153.0;43.0;30.0;karton;pudełko;biały;;;srebrny;;0.05;0.04;158.0;45.0;32.0;;;;;;5.5;4.5;340.0;365.0;265.0;100;3600
R01008;Etui na długopisy;;4,98 zł;;Piśmiennicze;Etui;Wykonane z papieru ozdobnego wyściełane czarne etui na 1 lub 2 artykuły piśmiennicze. Pakowane w białe kartonowe nasuwane pudełko. Logo umieścimy na wieczku techniką tampondruku.;;;papier;;A2;tampodruk;1;40;8;180.0;62.0;27.0;karton nasuwany;pudełko;biały;;;czarny;;0.09;0.08;180.0;25.0;65.0;;;;;;9.0;8.0;380.0;355.0;290.0;100;4800
R01019;Uniwersalne pudełko 1 lub 2-elementowe;;5,85 zł;;Piśmiennicze;Etui;Wykonane z kartonu i papieru ozdobnego brązowe etui na 1 lub dwa artykuły piśmiennicze. Pakowane w białe kartonowe pudełko. Logo naniesiemy na metalowej blaszce na wieczku techniką grawerki laserowej. Długopis nie jest dołączony.;pojedyncze lub podwójne;;karton;papier ozdobny;L2;laser;1;50;14;182.0;67.0;33.0;karton;etui;biały;;;brązowy;;0.11;0.1;182.0;70.0;34.0;1.1;1.0;340.0;180.0;70.0;11.0;10.0;390.0;380.0;360.0;100;2400
R01022;Etui welurowe pojedyncze (czarne);;0,49 zł;;Piśmiennicze;Etui;Czarne welurowe etui na jeden długopis lub pióro. Pakowane zbiorczo. Logo naniesiemy na etui techniką sitodruku. Długopis nie jest dołączony.;pojedyncze;;welur;;B5;sitodruk;1;60;15;160.0;30.0;1.0;;brak;;;;czarny;;;;;;;;;;;;13.0;12.0;320.0;340.0;250.0;5000;96000
R01023;Pudełko 1 lub 2-elementowe wąskie;;10,90 zł;;Piśmiennicze;Etui;Wykonane z plastiku i papieru ozdobnego grafitowe etui na 2 artykuły piśmiennicze. Pakowane w białe kartonowe nasuwane pudełko. Logo naniesiemy na wieczku techniką tampondruku. Długopis nie jest dołączony.;podwójne;;plastik;Papier ozdobny;A2;tampodruk;4;40;40;185.0;30.0;65.0;karton nasuwany;pudełko;biały;;;grafitowy;;0.16;0.15;180.0;66.0;32.0;;;;;;16.0;15.0;375.0;330.0;346.0;100;3600
R01024;Pudełko 2 lub 3-elementowe;;13,90 zł;;Piśmiennicze;Etui;Wykonane z plastiku i papieru ozdobnego grafitowe etui na 2 artykuły piśmiennicze. Pakowane w białe kartonowe nasuwane pudełko. Logo naniesiemy   na wieczku techniką tampondruku. Długopisy nie są dołączone.;podwójne;;plastik;Papier ozdobny;A2;tampodruk;4;40;40;185.0;30.0;75.0;karton nasuwany;pudełko;biały;;;grafitowy;;0.15;0.14;194.0;75.0;36.0;;;;;;15.0;14.0;406.0;391.0;397.0;100;2400
R01026;Etui na zestaw piśmienniczy;;8,85 zł;;Piśmiennicze;Etui;Wykonane z miękkiej skóry ekologicznej etui na dwuelementowy zestaw piśmienniczy. Może także służyć z powodzeniem jako wygodny piórnik. Pakowane w woreczek foliowy. Długopisy nie są dołączone. Logo naniesiemy na etui techniką tampondruku.;;;ekoskóra;;A2;tampodruk;1;30;30;170.0;60.0;24.0;folia;woreczek foliowy;bezbarwny;;;czarny;;;;;;;4.75;4.25;340.0;340.0;230.0;9.5;8.5;380.0;345.0;290.0;280;11200
R01030;Kartonowe pudełko na długopis;;2,85 zł;;Piśmiennicze;Etui;Czarne kartonowe pudełko na jeden długopis. Wyposażone w nasuwaną pokrywkę. Pakowane zbiorczo. Logo naniesiemy na pudełko techniką tampondruku. Długopis nie jest dołączony.;pojedyncze;;karton;papier ozdobny;A2;tampodruk;1;50;20;180.0;43.0;22.0;karton;etui;biały;;;czarny;;;;;;;;;;;;10.5;10.0;570.0;450.0;375.0;500;2400
R01031;Etui na długopisy;;8,95 zł;;Piśmiennicze;Etui;Etui na dwuelementowy zestaw piśmienniczy wykonane z eleganckiej ekoskóry. Pakowane w woreczek foliowy.;;;ekoskóra;;L2;laser;1;30;30;155.0;49.0;22.0;folia;woreczek foliowy;bezbarwny;;;czarny;;;;;;;6.0;4.5;340.0;250.0;250.0;12.0;11.0;500.0;348.0;280.0;200;3000
R01032;Etui na długopisy;;9,45 zł;;Piśmiennicze;Etui;Wykonane z eleganckiej ekoskóry etui na trójelementowy zestaw piśmienniczy. Wykończone białym stębnowaniem. Pakowane w woreczek foliowy. ;;;ekoskóra;;L2;laser;1;30;30;150.0;62.0;22.0;folia;woreczek foliowy;bezbarwny;;;czarny;;;;;;;;;;;;11.0;10.0;320.0;220.0;240.0;200;12000
R01033;Etui na długopisy;;8,75 zł;;Piśmiennicze;Etui;Wykonane z plastiku i papieru ozdobnego czarne etui na 2 artykuły piśmiennicze. Pakowane w białe kartonowe nasuwane pudełko;;;plastik;;A2;tampodruk;1;40;40;175.0;62.0;29.0;karton;pudełko kartonowe;biały;;;czarny;;;;;;;;;;;;11.6;10.6;360.0;350.0;360.0;100;4500
R01035;Etui na długopis lub zestaw;;13,90 zł;;Piśmiennicze;Etui;Wykonane ze skóry ekologicznej i plastiku etui na 1 lub 2 artykuły piśmiennicze. Pakowane w białe kartonowe nasuwane pudełko. Długopisy nie są dołączone. Logo naniesiemy na etui techniką tampondruku.;;;ekoskóra;;A2;tampodruk;4;35;35;180.0;55.0;36.0;karton;etui;biały;;;czarny;;0.15;0.13;185.0;60.0;40.0;;;;;;10.5;9.5;400.0;210.0;380.0;70;3360
R01036;Etui na zestaw piśmienniczy;;13,95 zł;;Piśmiennicze;Etui;Etui na dwuelementowy zestaw piśmienniczy wykonane z tworzywa sztucznego. Pokrywka została przyozdobiona srebrną blaszką. Długopisy nie są dołączone. Pakowane w białe nasuwane pudełko kartonowe. Logo naniesiemy techniką grawerki laserowej.;;Ozdobna blaszka pod grawer;tworzywo sztuczne;;L2;laser;1;80;12;197.0;68.0;31.0;karton;etui;biały;;;grafitowy;;0.16;0.15;200.0;70.0;35.0;;;;;;16.5;15.5;540.0;440.0;380.0;100;1600
R01040;Etui na zestaw piśmienniczy;;14,65 zł;;Piśmiennicze;Etui;Etui na dwuelementowy zestaw piśmienniczy. Wykonane z połączenia ekoskóry, plastiku i okleiny drewnianej. Pakowane w białe kartonowe nasuwane pudełko. Długopisy nie są dołączone. Logo naniesiemy na etui techniką tampondruku.;;;ekoskóra;;A2;tampodruk;4;30;30;197.0;68.0;31.0;karton;etui;biały;;;czarny;brązowy;0.16;0.15;200.0;70.0;35.0;;;;;;16.5;15.5;540.0;440.0;380.0;100;1600
R01043.02;Etui na dokumenty, czarne;;15,90 zł;;Do biura ;Akcesoria osobiste;Wykonane z bardzo efektownej ekoskóry etui na dokumenty. Pomieści dowód rejestracyjny, prawo jazdy i dowód osobisty. Pakowane w woreczek foliowy.;;;ekoskóra;;L2;laser;1;30;30;95.0;120.0;8.0;folia;woreczek foliowy;bezbarwny;;;czarny;;;;;;;2.35;2.1;250.0;220.0;120.0;9.4;8.4;460.0;260.0;230.0;200;8400
R01043.10;Etui na dokumenty, brązowe;;15,90 zł;;Do biura ;Akcesoria osobiste;Wykonane z bardzo efektownej ekoskóry etui na dokumenty. Pomieści dowód rejestracyjny, prawo jazdy i dowód osobisty. Pakowane w woreczek foliowy.;;;ekoskóra;;L2;laser;1;30;30;95.0;120.0;8.0;folia;woreczek foliowy;bezbarwny;;;brązowy;;;;;;;2.35;2.1;250.0;220.0;120.0;9.4;8.4;460.0;260.0;230.0;200;8400
R01044.02;Etui na wizytówki, czarne;;12,65 zł;;Do biura ;Akcesoria osobiste;Etui na wizytówki z efektowną oksydowaną blaszką. Oferowane w dwóch kolorach. Wykonany z efektownej ekoskóry. Pakowane w woreczek foliowy.;;;ekoskóra;;L2;laser;1;33;12;103.0;72.0;19.0;folia;woreczek foliowy;bezbarwny;;;czarny;;;;;;;1.75;1.5;380.0;230.0;80.0;7.0;6.0;400.0;230.0;350.0;200;8400
R01044.10;Etui na wizytówki, brązowe;;12,65 zł;;Do biura ;Akcesoria osobiste;Etui na wizytówki z efektowną oksydowaną blaszką. Oferowane w dwóch kolorach. Wykonany z efektownej ekoskóry. Pakowane w woreczek foliowy.;;;ekoskóra;;L2;laser;1;33;12;103.0;72.0;19.0;folia;woreczek foliowy;bezbarwny;;;brązowy;;;;;;;1.75;1.5;380.0;230.0;80.0;7.0;6.0;400.0;230.0;350.0;200;8400
R01045.02;Etui na karty kredytowe;;18,90 zł;;Do biura ;Akcesoria osobiste;Wykonane z bardzo efektownej ekoskóry etui na karty kredytowe i karty lojalnościowe. Pomieści 10 kart. Pakowane w woreczek foliowy. Logo naniesiemy na etui techniką grawerki laserowej.;;;ekoskóra;;L2;laser;1;30;30;72.0;113.0;12.0;folia;woreczek foliowy;bezbarwny;;;czarny;;;;;;;1.66;1.44;240.0;200.0;80.0;8.3;7.3;440.0;210.0;250.0;100;4800
R01046.02;Etui na wizytówki;;14,90 zł;;Do biura ;Akcesoria osobiste;Wykonane z bardzo efektownej ekoskóry etui na wizytówki. Oryginalnie zamykane jak portfel. Pakowane w woreczek foliowy.;;;ekoskóra;;L2;laser;1;30;30;115.0;80.0;20.0;folia;woreczek foliowy;bezbarwny;;;czarny;;;;;;;1.2;1.0;250.0;250.0;100.0;6.0;5.0;490.0;240.0;280.0;100;4200
R01047.02;Portfel;;26,90 zł;;Do biura ;Akcesoria osobiste;Bardzo bogato wyposażony portfel wykonany z efektownej ekoskóry. Posiada przegródkę na banknoty, bilonówkę oraz kieszonki na karty kredytowe. Dodatkowo wyposażony w wyjmowaną wkładkę na karty i dokumenty identyfikacyjne. Pakowany w woreczek foliowy.;;;ekoskóra;;L2;laser;1;30;30;115.0;95.0;20.0;folia;woreczek foliowy;bezbarwny;;;czarny;;;;;;;1.66;1.38;230.0;230.0;100.0;8.3;6.9;540.0;230.0;240.0;100;4200
R01050.02;Wizytownik, czarny;EOY 2013;12,99 zł;;Do biura ;Wizytowniki;Wykonany z efektownej ekoskóry wizytownik na 25 wizytówek. Wykończone metalową oksydowaną blaszką z magnesem zamykającym etui. Pakowany w czarne opakowanie kartonowe.;;;ekoskóra;;L2;laser;1;70;10;65.0;19.0;103.0;karton;pudełko kartonowe;czarny;;;czarny;;0.09;0.08;105.0;70.0;25.0;2.14;1.7;220.0;275.0;80.0;10.7;8.5;420.0;230.0;300.0;100;
R01050.06;Wizytownik, biały;EOY 2013;12,99 zł;;Do biura ;Wizytowniki;Wykonany z efektownej ekoskóry wizytownik na 25 wizytówek. Wykończone metalową oksydowaną blaszką z magnesem zamykającym etui. Pakowany w czarne opakowanie kartonowe.;;;ekoskóra;;L2;laser;1;70;10;65.0;49.0;103.0;karton;pudełko kartonowe;czarny;;;biały;;0.08;0.09;105.0;70.0;25.0;2.14;1.7;220.0;275.0;80.0;10.7;8.5;420.0;230.0;300.0;100;
R01051.02;Etui na wizytówki, czarne;;11,45 zł;;Do biura ;Wizytowniki;Etui na wizytówki wykonane z ekoskóry o ciekawej fakturze. Wykończone metalową oksydowaną blaszką z magnesem zamykającym etui. Pakowany w czarne opakowanie.;;;Ekoskóra;;L2;laser;1;85;9;95.0;65.0;13.0;karton;pudełko kartonowe;czarny;;;czarny;;0.09;0.08;100.0;70.0;15.0;1.9;1.6;210.0;180.0;80.0;9.5;8.0;420.0;190.0;230.0;100;4800
R01051.06;Etui na wizytówki, białe;EOY 2013;11,45 zł;;Do biura ;Wizytowniki;Etui na wizytówki wykonane z ekoskóry o ciekawej fakturze. Wykończone metalową oksydowaną blaszką z magnesem zamykającym etui. Pakowany w czarne opakowanie.;;;Ekoskóra;;L2;laser;1;85;9;95.0;65.0;13.0;karton;pudełko kartonowe;czarny;;;biały;;0.09;0.08;100.0;70.0;15.0;1.9;1.6;210.0;180.0;80.0;9.5;8.0;420.0;190.0;230.0;100;4800
R01052;Etui na wizytówki;;10,95 zł;;Do biura ;Wizytowniki;Etui na wizytówki wykonane z ekoskóry z magnetycznym zapięciem. Zapięcie ozdobione jest metalową blaszką w kolorze grafitowym. Pakowane w czarne opakowanie.;;;Ekoskóra;;L2;laser;1;40;15;95.0;65.0;19.0;karton;pudełko kartonowe;czarny;;;czarny;;0.09;0.08;115.0;80.0;15.0;1.86;1.6;240.0;170.0;85.0;9.3;8.0;470.0;180.0;260.0;100;4800
R01053;Etui na karty kredytowe;;17,50 zł;;Do biura ;Wizytowniki;Etui na karty kredytowe i lojalnościowe. Pomieści 10 kart. Okładka została wykonana z efektownej ekoskóry i wyposażona w dodatkowe kieszonki. Etui pakowane w czarne opakowanie upominkowe.;;;Eko-skóra;;L2;laser;1;40;14;77.0;105.0;14.0;karton;opakowanie upominkowe;czarny;;;czarny;;0.06;0.05;115.0;80.0;15.0;1.32;0.96;240.0;170.0;85.0;6.6;4.8;470.0;180.0;260.0;100;4800
R01054;Zestaw etui na wizytówki z brelokiem;;18,95 zł;;Do biura ;Wizytowniki;Zestaw składający się z wizytownika oraz breloka. Artykuły zostały wykonane z efektownej ekoskóry i matowego metalu w grafitowym kolorze. Pakowany w opakowanie upominkowe.;;;Metal;Eko-skóra;L2;laser;1;45;20;135.0;130.0;30.0;karton;opakowanie upominkowe;grafitowy;;;srebrny;czarny;0.2;0.17;135.0;130.0;30.0;;;;;;12.0;10.0;460.0;350.0;280.0;60;1800
R01056;Wizytownik;NEW 2014;9,90 zł;;Do biura ;Wizytowniki;Wizytownik ze stali nierdzewnej, będący efektownym połączeniem matowego i błyszczącego metalu. Pomieści 15-18 wizytówek. Pakowany w białe nasuwane opakowanie kartonowe i woreczek foliowy.;;;stal nierdzewna;;L2;laser;1;30;30;93.0;60.0;10.0;karton nasuwany;pudełko kartonowe;biały;;;grafitowy;;;;;;;;;;;;;;;;;;
R01057.02;Wizytownik, srebrno-czarny;NEW 2014;4,40 zł;;Do biura ;Wizytowniki;Aluminiowy wizytownik z kolorowym wieczkiem. Pomieści 15-18 wizytówek. Pakowany w nasuwane kartonowe opakowanie i woreczek foliowy.;;;aluminium;;L2;laser;1;30;30;93.0;60.0;10.0;karton nasuwany;etui;biały;;;srebrny;czarny;;;;;;;;;;;;;;;;;
R01057.04;Wizytownik, srebrno-niebieski;NEW 2014;4,40 zł;;Do biura ;Wizytowniki;Aluminiowy wizytownik z kolorowym wieczkiem. Pomieści 15-18 wizytówek. Pakowany w nasuwane kartonowe opakowanie i woreczek foliowy.;;;aluminium;;L2;laser;1;30;30;93.0;60.0;10.0;karton nasuwany;etui;biały;;;srebrny;niebieski;;;;;;;;;;;;;;;;;
R01057.05;Wizytownik, srebrno-zielony;NEW 2014;4,40 zł;;Do biura ;Wizytowniki;Aluminiowy wizytownik z kolorowym wieczkiem. Pomieści 15-18 wizytówek. Pakowany w nasuwane kartonowe opakowanie i woreczek foliowy.;;;aluminium;;L2;laser;1;30;30;93.0;60.0;10.0;karton nasuwany;etui;biały;;;zielony;srebrny;;;;;;;;;;;;;;;;;
R01057.08;Wizytownik, srebrno-czerwony;NEW 2014;4,40 zł;;Do biura ;Wizytowniki;Aluminiowy wizytownik z kolorowym wieczkiem. Pomieści 15-18 wizytówek. Pakowany w nasuwane kartonowe opakowanie i woreczek foliowy.;;;aluminium;;L2;laser;1;30;30;;;;karton nasuwany;etui;biały;;;czerwony;srebrny;;;;;;;;;;;;;;;;;
R01058.02;Wizytownik;;18,90 zł;;Do biura ;Wizytowniki;Wykonany z eko-skóry wizytownik na 120 wizytówek z niebieską obwolutą. Zamykany elastyczną taśmą. Pakowany w woreczek foliowy.;;;Eko-skóra;;L2;laser;1;30;30;110.0;196.0;15.0;folia;woreczek foliowy;bezbarwny;;;czarny;niebieski;;;;;;;;;;;12.5;12.0;475.0;275.0;210.0;60;2880
R01200;Zestaw długopis i pióro kulkowe Hourglass;;39,80 zł;;Piśmiennicze;Długopisy;Zestaw składający się z metalowego długopisu i pióra kulkowego zapakowany w eleganckie etui. Oryginalny kształt klepsydry i połyskująca powierzchnia czynią z tego kompletu doskonały upominek reklamowy.;;;Metal;Karton;L1;laser;1;35;6;175.0;62.0;29.0;karton;pudełko kartonowe;biały;;;bordowy;;;;;;;5.8;5.3;180.0;330.0;350.0;11.6;10.6;360.0;350.0;360.0;100;4500
R01201;Zestaw długopis i pióro kulkowe Sandglass;;47,00 zł;;Piśmiennicze;Długopisy;Zestaw składający się z metalowego długopisu i pióra kulkowego zapakowany w eleganckie etui. Oryginalny kształt klepsydry i połyskująca powierzchnia czynią z tego kompletu doskonały upominek reklamowy.;;;Metal;Karton;L1;laser;1;35;6;180.0;65.0;39.0;karton;pudełko kartonowe;biały;;Długopis + pióro kulkowe;czarny;;;;;;;;;;;;11.5;11.0;400.0;210.0;280.0;50;2400
R01202;Zestaw długopis i pióro Style;;47,50 zł;;Piśmiennicze;Długopisy;Zestaw składający się z klasycznego metalowego długopisu i pióra kulkowego. Pakowany w etui. Długopis i pióro kulkowe wyposażone są w niebieskie wkłady.;;;Metal;Karton;L1;laser;1;45;6;180.0;55.0;36.0;karton;pudełko kartonowe;biały;;;srebrny;;;;;;;;;;;;19.2;18.6;420.0;400.0;330.0;100;3000
R01203;Zestaw długopis i pióro Miracle;;49,50 zł;;Piśmiennicze;Długopisy;Bardzo elegancki zestaw składający się z metalowego długopisu i pióra kulkowego. Pakowany w etui. Wyposażone w niebieskie wkłady.;;;Metal;Karton;L1;laser;1;30;6;178.0;55.0;31.0;karton;pudełko kartonowe;biały;;;czarny;;;;;;;;;;;;17.5;17.0;420.0;400.0;330.0;100;3000
R03322.10;Milord długopis czarno-złoty błysk;;31,50 zł;;Piśmiennicze;Długopisy;Elegancki czarny długopis metalowy ze złotymi wykończeniami.  Wkład w kolorze niebieskim. Pakowany pojedynczo w woreczek foliowy.;;? 12;metal;;A3;tampodruk;4;40;7;135.0;12.0;12.0;folia;woreczek foliowy;bezbarwny;;błyszczący, złote wykończenia;czarny;;0.0;0.0;135.0;15.0;19.0;;;;;;15.0;14.0;400.0;235.0;170.0;400;19200
R03322.20;Milord pióro czarno-złote błysk;;34,50 zł;;Piśmiennicze;Pióra wieczne;Eleganckie błyszczące metalowe pióro wieczne ze złotymi wykończeniami. Wyposażone w tłoczek do atramentu (możliwość użycia również naboju). Pakowane pojedynczo w woreczek foliowy.;;? 12;metal;;A3;tampodruk;4;40;7;135.0;12.0;12.0;folia;woreczek foliowy;bezbarwny;;błyszczący, złote wykończenia;czarny;;0.0;0.0;135.0;15.0;19.0;;;;;;15.0;14.0;400.0;235.0;170.0;400;19200
R03322.30;Milord pióro kulkowe czarno-złote błysk;;34,50 zł;;Piśmiennicze;Pióra kulkowe;Eleganckie błyszczące czarne metalowe pióro kulkowe. Wkład w kolorze czarnym. Złote wykończenia. Pakowane pojedynczo w woreczek foliowy.;;? 12 mm;metal;;A3;tampodruk;4;40;7;135.0;12.0;12.0;folia;woreczek foliowy;bezbarwny;;;czarny;;0.03;0.02;135.0;12.0;12.0;;;;;;16.9;16.2;340.0;240.0;460.0;360;19200
R04425.02;Zestaw długopis i ołówek w pudełku, czarny;EOY 2013;8,15 zł;;Piśmiennicze;Długopisy;Aluminiowy długopis i ołówek automatyczny w metalowym pudełku. Grubość wkładu ołówka - 0,5 mm. Pakowany pojedynczo w woreczek foliowy. Długopis i ołówek o wymiarach: 140x11x11 mm.;;;Aluminium;Metal;L2;laser;1;30;30;158.0;54.0;19.0;folia;woreczek foliowy;bezbarwny;;;czarny;;;;;;;4.0;1.5;280.0;230.0;180.0;8.1;3.1;460.0;300.0;190.0;200;11200
R04425.04;Zestaw długopis i ołówek w pudełku, niebieski;EOY 2013;8,15 zł;;Piśmiennicze;Długopisy;Aluminiowy długopis i ołówek automatyczny w metalowym pudełku. Grubość wkładu ołówka - 0,5 mm. Pakowany pojedynczo w woreczek foliowy. Długopis i ołówek o wymiarach: 140x11x11 mm.;;;aluminium;metal;L2;laser;1;30;30;54.0;19.0;158.0;folia;woreczek foliowy;bezbarwny;;;niebieski;;;;;;;4.0;1.5;280.0;230.0;180.0;8.1;3.1;460.0;300.0;190.0;200;11200
R04425.06;Zestaw długopis i ołówek w pudełku, biały;EOY 2013;8,15 zł;;Piśmiennicze;Długopisy;Aluminiowy długopis i ołówek automatyczny w metalowym pudełku. Grubość wkładu ołówka - 0,5 mm. Pakowany pojedynczo w woreczek foliowy. Długopis i ołówek o wymiarach: 140x11x11 mm.;;;aluminium;metal;L2;laser;1;30;30;54.0;19.0;158.0;folia;woreczek foliowy;bezbarwny;;;biały;;;;;;;4.0;1.5;280.0;230.0;180.0;8.1;3.1;460.0;300.0;190.0;200;11200
R04425.08;Zestaw długopis i ołówek w pudełku, czerwony;EOY 2013;8,15 zł;;Piśmiennicze;Długopisy;Aluminiowy długopis i ołówek automatyczny w metalowym pudełku. Grubość wkładu ołówka - 0,5 mm. Pakowany pojedynczo w woreczek foliowy. Długopis i ołówek o wymiarach: 140x11x11 mm.;;;aluminium;metal;L2;laser;1;30;30;54.0;19.0;158.0;folia;woreczek foliowy;bezbarwny;;;czerwony;;;;;;;4.0;1.5;280.0;230.0;180.0;8.1;3.1;460.0;300.0;190.0;200;11200
R04426.02;Długopis Rubio, b/czarny;EOY 2013;0,50 zł;;Piśmiennicze;Długopisy;Plastikowy długopis z wygodną skuwką wykonaną z tworzywa oraz gumowym uchwytem. Wyposażony w niebieski wkład. Pakowany zbiorczo.;;;plastik, guma;;A0;tampodruk;4;40;5;9.0;9.0;138.0;brak;;;;;biały;czarny;;;;;;0.45;0.4;150.0;70.0;75.0;9.0;8.0;380.0;310.0;170.0;1000;
R04426.03;Długopis Rubio, b/żółty;EOY 2013;0,50 zł;;Piśmiennicze;Długopisy;Plastikowy długopis z wygodną skuwką wykonaną z tworzywa oraz gumowym uchwytem. Wyposażony w niebieski wkład. Pakowany zbiorczo.;;;plastik, guma;;A0;tampodruk;4;40;5;9.0;9.0;138.0;brak;;;;;biały;żółty;;;;;;0.45;0.4;150.0;70.0;75.0;9.0;8.0;380.0;310.0;170.0;1000;
R04426.04;Długopis Rubio, b/niebieski;EOY 2013;0,50 zł;;Piśmiennicze;Długopisy;Plastikowy długopis z wygodną skuwką wykonaną z tworzywa oraz gumowym uchwytem. Wyposażony w niebieski wkład. Pakowany zbiorczo.;;;plastik. guma;;A0;tampodruk;4;40;5;9.0;9.0;138.0;brak;;;;;biały;niebieski;;;;;;0.45;0.4;150.0;70.0;75.0;9.0;8.0;380.0;310.0;170.0;1000;
R04426.05;Długopis Rubio, b/zielony;EOY 2013;0,50 zł;;Piśmiennicze;Długopisy;Plastikowy długopis z wygodną skuwką wykonaną z tworzywa oraz gumowym uchwytem. Wyposażony w niebieski wkład. Pakowany zbiorczo.;;;plastik, guma;;A0;tampodruk;4;40;5;9.0;9.0;138.0;brak;;;;;biały;zielony;;;;;;0.45;0.4;150.0;70.0;75.0;9.0;8.0;380.0;310.0;170.0;1000;
R04426.08;Długopis Rubio, b/czerwony;EOY 2013;0,50 zł;;Piśmiennicze;Długopisy;Plastikowy długopis z wygodną skuwką wykonaną z tworzywa oraz gumowym uchwytem. Wyposażony w niebieski wkład. Pakowany zbiorczo.;;;plastik, guma;;A0;tampodruk;4;40;5;9.0;9.0;138.0;brak;;;;;biały;czerwony;;;;;;0.45;0.4;150.0;70.0;75.0;9.0;8.0;380.0;310.0;170.0;1000;
R04427.04;Długopis Azzure, niebiesko-żółty;EOY 2013;0,50 zł;;Piśmiennicze;Długopisy;Plastikowy długopis z wygodną skuwką wykonaną z tworzywa oraz gumowym uchwytem. Wyposażony w niebieski wkład. Pakowany zbiorczo.;;;plastik. guma;;A0;tampodruk;4;40;5;9.0;9.0;138.0;brak;;;;;niebieski;żółty;;;;;;0.45;0.4;150.0;70.0;75.0;9.0;8.0;380.0;310.0;170.0;1000;
R04427.05;Długopis Azzure, zielono-fioletowy;EOY 2013;0,50 zł;;Piśmiennicze;Długopisy;Plastikowy długopis z wygodną skuwką wykonaną z tworzywa oraz gumowym uchwytem. Wyposażony w niebieski wkład. Pakowany zbiorczo.;;;plastik, guma;;A0;tampodruk;4;40;5;9.0;9.0;138.0;brak;;;;;jasnozielony;fioletowy;;;;;;0.45;0.4;150.0;70.0;75.0;9.0;8.0;380.0;310.0;170.0;1000;
R04428.02;Długopis Bello, czarny;EOY 2013;2,98 zł;;Piśmiennicze;Długopisy;Wykonany z aluminium elegancki długopis z metalową skuwką. Wyposażony w niebieski wkład. Pakowany w woreczek foliowy.;;;aluminium;;L1;laser;1;40;6;11.0;11.0;137.0;folia;woreczek foliowy;bezbarwny;;;czarny;;;;;;;0.85;0.75;165.0;105.0;180.0;8.5;7.5;400.0;350.0;130.0;500;
